"decimalLongitude","decimalLatitude","Montastraea_cavernosa"
-77.414583,18.467469,1
-77.414583,18.467469,1
-77.456917,18.483,1
-77.456917,18.483,1
-77.456917,18.483,1
-82.254778,9.281667,1
-64.822694,32.470806,1
-64.822694,32.470806,1
-82.210139,9.33075,1
-64.822694,32.470806,1
-77.456917,18.483,1
-64.782861,32.312722,1
-64.702194,32.424,1
-82.218344,9.322139,1
-82.254778,9.281667,1
-59.612111,13.076167,1
-64.782861,32.312722,1
-77.414583,18.467469,1
-64.782861,32.312722,1
-64.702194,32.424,1
-64.702194,32.424,1
-64.702194,32.424,1
-82.218344,9.322139,1
-64.702194,32.424,1
-64.822694,32.470806,1
-82.210139,9.33075,1
-82.218344,9.322139,1
-64.702194,32.424,1
-82.254778,9.281667,1
-82.210139,9.33075,1
-64.822694,32.470806,1
-64.782861,32.312722,1
-82.218344,9.322139,1
-64.702194,32.424,1
-64.702194,32.424,1
-82.254778,9.281667,1
-82.210139,9.33075,1
-64.782861,32.312722,1
-64.702194,32.424,1
-64.714833,32.366142,1
-82.218344,9.322139,1
-64.782861,32.312722,1
-77.414583,18.467469,1
-77.414583,18.467469,1
-82.218344,9.322139,1
-82.254778,9.281667,1
-64.822694,32.470806,1
-77.456917,18.483,1
-82.210139,9.33075,1
-82.218344,9.322139,1
-77.414583,18.467469,1
-82.254778,9.281667,1
-82.254778,9.281667,1
-64.696667,32.483,1
-82.260194,9.340944,1
-64.663528,32.33925,1
-59.650611,13.2805,1
-82.176667,9.290278,1
-64.696667,32.483,1
-64.696667,32.483,1
-64.663528,32.33925,1
-59.650611,13.2805,1
-82.260194,9.340944,1
-82.176667,9.290278,1
-64.714833,32.366142,1
-64.696667,32.483,1
-82.260194,9.340944,1
-64.696667,32.483,1
-64.696667,32.483,1
-82.260194,9.340944,1
-82.260194,9.340944,1
-64.714833,32.366142,1
-82.176667,9.290278,1
-82.176667,9.290278,1
-82.254778,9.281667,1
-64.663528,32.33925,1
-82.260194,9.340944,1
-64.663528,32.33925,1
-82.260194,9.340944,1
-64.663528,32.33925,1
-64.696667,32.483,1
-64.663528,32.33925,1
-64.663528,32.33925,1
-64.663528,32.33925,1
-64.663528,32.33925,1
-82.260194,9.340944,1
-64.696667,32.483,1
-82.260194,9.340944,1
-59.650611,13.2805,1
-64.714833,32.366142,1
-64.802633,32.250119,1
-64.802633,32.250119,1
-64.802633,32.250119,1
-59.641556,13.191972,1
-59.650611,13.2805,1
-59.645917,13.221056,1
-59.650611,13.2805,1
-59.636556,13.11975,1
-59.636556,13.11975,1
-59.636556,13.11975,1
-82.176667,9.290278,1
-64.802633,32.250119,1
-77.418106,18.4745,1
-64.919,32.357139,1
-59.636556,13.11975,1
-59.641556,13.191972,1
-59.641556,13.191972,1
-82.176667,9.290278,1
-82.176667,9.290278,1
-59.650611,13.2805,1
-64.802633,32.250119,1
-59.641556,13.191972,1
-77.418106,18.4745,1
-77.418106,18.4745,1
-59.650611,13.2805,1
-59.641556,13.191972,1
-64.919,32.357139,1
-59.645917,13.221056,1
-77.418106,18.4745,1
-77.418106,18.4745,1
-77.418106,18.4745,1
-59.636556,13.11975,1
-64.919,32.357139,1
-59.645917,13.221056,1
-77.410333,18.473333,1
-77.418106,18.4745,1
-82.176667,9.290278,1
-64.754361,32.380028,1
-59.612111,13.076167,1
-59.636556,13.11975,1
-59.641556,13.191972,1
-64.754361,32.380028,1
-82.210139,9.33075,1
-77.456917,18.483,1
-64.802633,32.250119,1
-59.636556,13.11975,1
-64.822694,32.470806,1
-82.210139,9.33075,1
-77.456917,18.483,1
-77.418106,18.4745,1
-59.650611,13.2805,1
-59.636556,13.11975,1
-64.782861,32.312722,1
-82.210139,9.33075,1
-59.641556,13.191972,1
-64.782861,32.312722,1
-82.218344,9.322139,1
-77.414583,18.467469,1
-64.802633,32.250119,1
-59.645917,13.221056,1
-77.418106,18.4745,1
-59.641556,13.191972,1
-64.782861,32.312722,1
-77.414583,18.467469,1
-64.802633,32.250119,1
-59.650611,13.2805,1
-64.702194,32.424,1
-82.254778,9.281667,1
-64.802633,32.250119,1
-64.919,32.357139,1
-59.650611,13.2805,1
-59.636556,13.11975,1
-64.696667,32.483,1
-82.254778,9.281667,1
-64.696667,32.483,1
-82.260194,9.340944,1
-59.641556,13.191972,1
-64.802633,32.250119,1
-82.176667,9.290278,1
-59.636556,13.11975,1
-59.641556,13.191972,1
-64.663528,32.33925,1
-82.176667,9.290278,1
-64.919,32.357139,1
-64.822694,32.470828,1
-64.696675,32.482989,1
-64.714836,32.366142,1
-64.782847,32.312733,1
-64.696675,32.482989,1
-64.919008,32.357136,1
-64.663519,32.339258,1
-64.663519,32.339258,1
-64.663519,32.339258,1
-64.663519,32.339258,1
-64.663519,32.339258,1
-64.663519,32.339258,1
-64.712778,32.318889,1
-64.712778,32.318889,1
-64.712778,32.318889,1
-64.712778,32.318889,1
-64.712778,32.318889,1
-64.712778,32.318889,1
-64.712778,32.318889,1
-64.712778,32.318889,1
-64.712778,32.318889,1
-64.712778,32.318889,1
-71.3017,15.5411,1
-71.3017,15.5411,1
-71.3017,15.5411,1
-71.3017,15.5411,1
-71.3017,15.5411,1
-80.102493,26.01255,1
-80.10199,26.008551,1
-80.089821,26.15147,1
-80.089821,26.15147,1
-80.089821,26.15147,1
-80.089256,26.157021,1
-80.089821,26.15147,1
-80.10199,26.008551,1
-80.089256,26.157021,1
-80.10199,26.008551,1
-80.089821,26.15147,1
-80.102493,26.01255,1
-80.089256,26.157021,1
-80.089012,26.178289,1
-80.102493,26.01255,1
-80.089256,26.157021,1
-80.089821,26.15147,1
-80.089821,26.15147,1
-80.089821,26.15147,1
-80.102493,26.01255,1
-80.089012,26.178289,1
-80.089256,26.157021,1
-80.096291,26.10158,1
-80.102493,26.01255,1
-80.089821,26.15147,1
-80.10199,26.008551,1
-80.102493,26.01255,1
-80.089821,26.15147,1
-80.102493,26.01255,1
-80.096291,26.10158,1
-80.089012,26.178289,1
-80.10199,26.008551,1
-80.102493,26.01255,1
-80.10199,26.008551,1
-80.102493,26.01255,1
-80.089012,26.178289,1
-80.102493,26.01255,1
-80.102493,26.01255,1
-80.10199,26.008551,1
-80.089821,26.15147,1
-80.089256,26.157021,1
-80.10199,26.008551,1
-80.10199,26.008551,1
-80.089256,26.157021,1
-80.089256,26.157021,1
-80.089821,26.15147,1
-80.096291,26.10158,1
-80.089821,26.15147,1
-80.10199,26.008551,1
-80.102493,26.01255,1
-80.089821,26.15147,1
-80.089821,26.15147,1
-80.10199,26.008551,1
-80.089256,26.157021,1
-80.102493,26.01255,1
-80.10199,26.008551,1
-80.089256,26.157021,1
-80.10199,26.008551,1
-80.089256,26.157021,1
-80.089012,26.178289,1
-80.096291,26.10158,1
-80.10199,26.008551,1
-80.102493,26.01255,1
-80.089821,26.15147,1
-80.089256,26.157021,1
-80.089821,26.15147,1
-80.089256,26.157021,1
-80.10199,26.008551,1
-80.089821,26.15147,1
-80.089821,26.15147,1
-80.102493,26.01255,1
-80.102493,26.01255,1
-80.10199,26.008551,1
-80.102493,26.01255,1
-80.089012,26.178289,1
-80.089012,26.178289,1
-80.089012,26.178289,1
-80.089256,26.157021,1
-80.089821,26.15147,1
-80.089821,26.15147,1
-80.089821,26.15147,1
-80.089012,26.178289,1
-80.096291,26.10158,1
-80.10199,26.008551,1
-80.089256,26.157021,1
-80.089821,26.15147,1
-80.10199,26.008551,1
-80.089012,26.178289,1
-80.102493,26.01255,1
-80.10199,26.008551,1
-80.089821,26.15147,1
-80.10199,26.008551,1
-80.10199,26.008551,1
-80.10199,26.008551,1
-80.089821,26.15147,1
-80.102493,26.01255,1
-80.089256,26.157021,1
-80.10199,26.008551,1
-80.102493,26.01255,1
-80.089821,26.15147,1
-80.10199,26.008551,1
-80.089012,26.178289,1
-80.10199,26.008551,1
-80.10199,26.008551,1
-80.089821,26.15147,1
-80.089821,26.15147,1
-80.10199,26.008551,1
-80.102493,26.01255,1
-80.10199,26.008551,1
-80.102493,26.01255,1
-80.102493,26.01255,1
-80.089256,26.157021,1
-80.10199,26.008551,1
-80.089256,26.157021,1
-80.089012,26.178289,1
-80.096291,26.10158,1
-80.089256,26.157021,1
-80.096291,26.10158,1
-80.089012,26.178289,1
-80.089821,26.15147,1
-80.089821,26.15147,1
-80.089012,26.178289,1
-80.102493,26.01255,1
-80.089821,26.15147,1
-80.10199,26.008551,1
-80.089256,26.157021,1
-80.102493,26.01255,1
-80.089821,26.15147,1
-80.089256,26.157021,1
-80.10199,26.008551,1
-80.096291,26.10158,1
-80.10199,26.008551,1
-80.089821,26.15147,1
-80.089821,26.15147,1
-80.089821,26.15147,1
-80.102493,26.01255,1
-80.089821,26.15147,1
-82.942848,24.612909,1
-82.920273,24.62063,1
-82.897049,24.62866,1
-82.887062,24.668079,1
-82.873466,24.6658,1
-82.920273,24.62063,1
-82.795357,24.72629,1
-82.914108,24.634001,1
-82.949783,24.63043,1
-82.951782,24.609131,1
-82.930977,24.64287,1
-82.920273,24.62063,1
-82.873466,24.6658,1
-82.914108,24.634001,1
-82.951782,24.609131,1
-82.887062,24.668079,1
-82.914108,24.634001,1
-82.920273,24.62063,1
-82.887062,24.668079,1
-82.920273,24.62063,1
-82.930977,24.64287,1
-82.873466,24.6658,1
-82.887062,24.668079,1
-82.897049,24.62866,1
-82.920273,24.62063,1
-82.914108,24.634001,1
-82.920273,24.62063,1
-82.897049,24.62866,1
-82.887062,24.668079,1
-82.887062,24.668079,1
-82.951782,24.609131,1
-82.951782,24.609131,1
-82.897049,24.62866,1
-82.920273,24.62063,1
-82.920273,24.62063,1
-82.873466,24.6658,1
-82.920273,24.62063,1
-82.887062,24.668079,1
-82.920273,24.62063,1
-82.771332,24.69549,1
-82.949783,24.63043,1
-82.897049,24.62866,1
-82.795357,24.72629,1
-82.920273,24.62063,1
-82.951782,24.609131,1
-82.951782,24.609131,1
-82.951782,24.609131,1
-82.771332,24.69549,1
-82.951782,24.609131,1
-82.914108,24.634001,1
-82.914108,24.634001,1
-82.949783,24.63043,1
-82.951782,24.609131,1
-82.914108,24.634001,1
-82.771332,24.69549,1
-82.914108,24.634001,1
-82.914108,24.634001,1
-82.920273,24.62063,1
-82.771332,24.69549,1
-82.920273,24.62063,1
-82.905563,24.688881,1
-82.905563,24.688881,1
-82.951782,24.609131,1
-82.905563,24.688881,1
-82.942848,24.612909,1
-82.942848,24.612909,1
-82.887062,24.668079,1
-82.942848,24.612909,1
-82.942848,24.612909,1
-82.930977,24.64287,1
-82.951782,24.609131,1
-82.887062,24.668079,1
-82.905563,24.688881,1
-82.914108,24.634001,1
-82.887062,24.668079,1
-82.951782,24.609131,1
-82.930977,24.64287,1
-82.920273,24.62063,1
-82.920273,24.62063,1
-82.951782,24.609131,1
-82.914108,24.634001,1
-82.897049,24.62866,1
-82.951782,24.609131,1
-82.942848,24.612909,1
-82.771332,24.69549,1
-82.795357,24.72629,1
-82.887062,24.668079,1
-82.905563,24.688881,1
-82.920273,24.62063,1
-82.920273,24.62063,1
-82.942848,24.612909,1
-82.920273,24.62063,1
-82.905563,24.688881,1
-82.920273,24.62063,1
-82.942848,24.612909,1
-82.887062,24.668079,1
-82.951782,24.609131,1
-82.887062,24.668079,1
-82.920273,24.62063,1
-82.795357,24.72629,1
-82.914108,24.634001,1
-82.949783,24.63043,1
-82.897049,24.62866,1
-82.942848,24.612909,1
-82.951782,24.609131,1
-82.771332,24.69549,1
-82.942848,24.612909,1
-82.873466,24.6658,1
-82.897049,24.62866,1
-82.914108,24.634001,1
-82.795357,24.72629,1
-82.897049,24.62866,1
-82.942848,24.612909,1
-82.873466,24.6658,1
-82.887062,24.668079,1
-82.897049,24.62866,1
-82.951782,24.609131,1
-82.951782,24.609131,1
-82.887062,24.668079,1
-82.887062,24.668079,1
-82.887062,24.668079,1
-82.873466,24.6658,1
-82.873466,24.6658,1
-82.771332,24.69549,1
-82.795357,24.72629,1
-82.949783,24.63043,1
-82.897049,24.62866,1
-82.795357,24.72629,1
-82.914108,24.634001,1
-82.771332,24.69549,1
-82.887062,24.668079,1
-82.873466,24.6658,1
-82.923126,24.63546,1
-82.897049,24.62866,1
-82.795357,24.72629,1
-82.887062,24.668079,1
-82.914108,24.634001,1
-82.949783,24.63043,1
-82.897049,24.62866,1
-82.951782,24.609131,1
-82.914108,24.634001,1
-82.897049,24.62866,1
-82.951782,24.609131,1
-82.905563,24.688881,1
-82.795357,24.72629,1
-82.795357,24.72629,1
-82.914108,24.634001,1
-82.914108,24.634001,1
-82.942848,24.612909,1
-82.920273,24.62063,1
-82.897049,24.62866,1
-82.897049,24.62866,1
-82.920273,24.62063,1
-82.905563,24.688881,1
-82.942848,24.612909,1
-82.949783,24.63043,1
-82.920273,24.62063,1
-82.771332,24.69549,1
-82.905563,24.688881,1
-82.771332,24.69549,1
-82.920273,24.62063,1
-82.795357,24.72629,1
-82.920273,24.62063,1
-82.951782,24.609131,1
-82.920273,24.62063,1
-82.914108,24.634001,1
-82.920273,24.62063,1
-82.920273,24.62063,1
-82.795357,24.72629,1
-82.914108,24.634001,1
-82.795357,24.72629,1
-82.922302,24.63526,1
-82.920273,24.62063,1
-82.873466,24.6658,1
-82.942848,24.612909,1
-82.905563,24.688881,1
-82.873466,24.6658,1
-82.795357,24.72629,1
-82.951782,24.609131,1
-82.920273,24.62063,1
-80.548332,24.931669,1
-80.2575,25.168051,1
-80.3638,25.035366,1
-80.289619,25.136316,1
-80.36702,25.018984,1
-80.3638,25.035366,1
-80.548332,24.931669,1
-80.501419,24.9499,1
-80.3638,25.035366,1
-80.223297,25.199167,1
-80.415115,24.98605,1
-80.548332,24.931669,1
-80.2575,25.168051,1
-80.501419,24.9499,1
-80.348152,25.034967,1
-80.3638,25.035366,1
-80.3638,25.035366,1
-80.3638,25.035366,1
-80.476967,24.939884,1
-80.548332,24.931669,1
-81.587997,24.551451,1
-83.073097,12.20137,1
-83.073097,12.20137,1
-83.082199,12.17695,1
-80.168434,25.464184,1
-81.702316,24.499384,1
-81.702316,24.499384,1
-80.149147,25.484983,1
-83.033501,12.03012,1
-82.974403,12.29837,1
-82.974403,12.29837,1
-81.581001,24.58535,1
-81.393082,24.5646,1
-81.581001,24.58535,1
-83.073097,12.20137,1
-81.887413,24.475683,1
-81.702316,24.499384,1
-81.111313,24.625584,1
-81.702316,24.499384,1
-81.702316,24.499384,1
-83.034698,12.18857,1
-83.034698,12.18857,1
-83.073097,12.20137,1
-81.345802,24.561199,1
-81.391098,24.61655,1
-83.082199,12.17695,1
-81.405151,24.546074,1
-81.391098,24.61655,1
-82.969398,12.29546,1
-81.111313,24.625584,1
-83.073097,12.20137,1
-83.068398,12.18628,1
-81.393082,24.5646,1
-83.082199,12.17695,1
-81.702316,24.499384,1
